,id,original_description,code,nearest_level1_code,original_code_system,article,parent_ui
875,876,diabete,250.4,250,ICD9,Pirani et al (2006),249-259.99
876,877,diabete,250.5,250,ICD9,Pirani et al (2006),249-259.99
877,878,diabete,250.6,250,ICD9,Pirani et al (2006),249-259.99
878,879,diabete,250.7,250,ICD9,Pirani et al (2006),249-259.99
879,880,diabete,250.8,250,ICD9,Pirani et al (2006),249-259.99
880,881,diabete,250.9,250,ICD9,Pirani et al (2006),249-259.99
881,882,diabete, 251.0,251,ICD9,Pirani et al (2006),249-259.99
882,883,diabete, 785.4,785,ICD9,Pirani et al (2006),780-789.99
883,884,diabete,250.7,250,ICD9,Pirani et al (2006),249-259.99
884,885,amputazione degli arti inferiori,084.10,84,ICD9,Pirani et al (2006),76-84.99
885,886,amputazione degli arti inferiori,084.11,85,ICD9,Pirani et al (2006),85-86.99
886,887,amputazione degli arti inferiori,084.12,86,ICD9,Pirani et al (2006),85-86.99
887,888,amputazione degli arti inferiori,084.13,87,ICD9,Pirani et al (2006),87-99.99
888,889,amputazione degli arti inferiori,084.14,88,ICD9,Pirani et al (2006),87-99.99
889,890,amputazione degli arti inferiori,084.15,084,ICD9,Pirani et al (2006),080-088.99
890,891,amputazione degli arti inferiori,084.16,90,ICD9,Pirani et al (2006),87-99.99
891,892,amputazione degli arti inferiori,084.17,91,ICD9,Pirani et al (2006),87-99.99
892,893,amputazione degli arti inferiori,084.18,92,ICD9,Pirani et al (2006),87-99.99
893,894,amputazione degli arti inferiori,084.19,93,ICD9,Pirani et al (2006),87-99.99
894,895,amputazione degli arti inferiori, 250.0,25,ICD9,Pirani et al (2006),21-29.99
895,896,amputazione degli arti inferiori, 250.1,25,ICD9,Pirani et al (2006),21-29.99
896,897,amputazione degli arti inferiori, 250.2,25,ICD9,Pirani et al (2006),21-29.99
897,898,amputazione degli arti inferiori, 250.3,25,ICD9,Pirani et al (2006),21-29.99
898,899,amputazione degli arti inferiori, 250.4,25,ICD9,Pirani et al (2006),21-29.99
899,900,amputazione degli arti inferiori, 250.5,25,ICD9,Pirani et al (2006),21-29.99
900,901,amputazione degli arti inferiori, 250.6,25,ICD9,Pirani et al (2006),21-29.99
901,902,amputazione degli arti inferiori, 250.7,25,ICD9,Pirani et al (2006),21-29.99
902,903,amputazione degli arti inferiori, 250.8,25,ICD9,Pirani et al (2006),21-29.99
903,904,amputazione degli arti inferiori, 250.9,25,ICD9,Pirani et al (2006),21-29.99
904,905,disordini del metabolismo idro-elettrolitici,276.5,276,ICD9,Pirani et al (2006),270-279.99
905,906,disordini del metabolismo idro-elettrolitici,276.8,276,ICD9,Pirani et al (2006),270-279.99
906,907,infezioni del tratto urinario ,590.0,590,ICD9,Pirani et al (2006),590-599.99
907,908,infezioni del tratto urinario ,590.1,590,ICD9,Pirani et al (2006),590-599.99
908,909,infezioni del tratto urinario ,590.2,590,ICD9,Pirani et al (2006),590-599.99
909,910,infezioni del tratto urinario ,590.3,590,ICD9,Pirani et al (2006),590-599.99
910,911,infezioni del tratto urinario ,590.4,590,ICD9,Pirani et al (2006),590-599.99
911,912,infezioni del tratto urinario ,590.5,590,ICD9,Pirani et al (2006),590-599.99
912,913,infezioni del tratto urinario ,590.6,590,ICD9,Pirani et al (2006),590-599.99
913,914,infezioni del tratto urinario ,590.7,590,ICD9,Pirani et al (2006),590-599.99
914,915,infezioni del tratto urinario ,590.8,590,ICD9,Pirani et al (2006),590-599.99
915,916,infezioni del tratto urinario ,590.9,590,ICD9,Pirani et al (2006),590-599.99
916,917,infezioni del tratto urinario ,595.0,595,ICD9,Pirani et al (2006),590-599.99
917,918,infezioni del tratto urinario ,595.9,595,ICD9,Pirani et al (2006),590-599.99
918,919,infezioni del tratto urinario ,599.0,599,ICD9,Pirani et al (2006),590-599.99
919,920,insufficienza cardiaca ,428,428,ICD9,Pirani et al (2006),420-429.99
920,921,insufficienza cardiaca , 518.4,518,ICD9,Pirani et al (2006),510-519.99
921,922,ipertensione ,401.0,401,ICD9,Pirani et al (2006),401-405.99
922,923,ipertensione ,402.0,402,ICD9,Pirani et al (2006),401-405.99
923,924,ipertensione ,403.0,403,ICD9,Pirani et al (2006),401-405.99
924,925,ipertensione ,404.0,404,ICD9,Pirani et al (2006),401-405.99
925,926,ipertensione ,405.0,405,ICD9,Pirani et al (2006),401-405.99
926,927,ipertensione ,437.2,437,ICD9,Pirani et al (2006),430-438.99
927,928,malattie infiammatorie dell’ovaio,614,614,ICD9,Pirani et al (2006),614-616.99
928,929,malattie polmonari cronico-ostruttive ,491,491,ICD9,Pirani et al (2006),490-496.99
929,930,malattie polmonari cronico-ostruttive ,492,492,ICD9,Pirani et al (2006),490-496.99
930,931,malattie polmonari cronico-ostruttive ,494,494,ICD9,Pirani et al (2006),490-496.99
931,932,malattie polmonari cronico-ostruttive ,496,496,ICD9,Pirani et al (2006),490-496.99
932,933,malattie polmonari cronico-ostruttive ,466.0,466,ICD9,Pirani et al (2006),460-466.99
933,934,polmonite batterica,481,481,ICD9,Pirani et al (2006),480-488.99
934,935,polmonite batterica, 482.2,482,ICD9,Pirani et al (2006),480-488.99
935,936,polmonite batterica, 482.3,482,ICD9,Pirani et al (2006),480-488.99
936,937,polmonite batterica, 482.9,482,ICD9,Pirani et al (2006),480-488.99
937,938,polmonite batterica,483,483,ICD9,Pirani et al (2006),480-488.99
938,939,ulcera perforata con emorragia ,531.0,531,ICD9,Pirani et al (2006),530-539.99
939,940,ulcera perforata con emorragia , 531.2,531,ICD9,Pirani et al (2006),530-539.99
940,941,ulcera perforata con emorragia , 531.4,531,ICD9,Pirani et al (2006),530-539.99
941,942,ulcera perforata con emorragia , 531.6,531,ICD9,Pirani et al (2006),530-539.99
942,943,ulcera perforata con emorragia ,532.0,532,ICD9,Pirani et al (2006),530-539.99
943,944,ulcera perforata con emorragia , 532.2,532,ICD9,Pirani et al (2006),530-539.99
944,945,ulcera perforata con emorragia , 532.4,532,ICD9,Pirani et al (2006),530-539.99
945,946,ulcera perforata con emorragia , 532.6,532,ICD9,Pirani et al (2006),530-539.99
946,947,ulcera perforata con emorragia ,533.0,533,ICD9,Pirani et al (2006),530-539.99
947,948,ulcera perforata con emorragia , 533.2,533,ICD9,Pirani et al (2006),530-539.99
948,949,ulcera perforata con emorragia , 533.4,533,ICD9,Pirani et al (2006),530-539.99
949,950,ulcera perforata con emorragia , 533.6,533,ICD9,Pirani et al (2006),530-539.99
950,951,Angina ,I20,I20,ICD10,Health Services Delivery Programme Latvia (2015),I20-I25
951,952,Angina ,I24.0,I24,ICD10,Health Services Delivery Programme Latvia (2015),I20-I25
952,953,Angina ,I24.8,I24,ICD10,Health Services Delivery Programme Latvia (2015),I20-I25
953,954,Angina ,I24.9,I24,ICD10,Health Services Delivery Programme Latvia (2015),I20-I25
954,955,Asthma ,J45,J45,ICD10,Health Services Delivery Programme Latvia (2015),J40-J47
955,956,Asthma ,J46,J46,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
956,957,Cellulitis ,L03,L03,ICD10,Health Services Delivery Programme Latvia (2015),L00-L08
957,958,Cellulitis ,L04,L04,ICD10,Health Services Delivery Programme Latvia (2015),L00-L08
958,959,Cellulitis ,L08,L08,ICD10,Health Services Delivery Programme Latvia (2015),L00-L08
959,960,Cellulitis ,L88,L88,ICD10,Health Services Delivery Programme Latvia (2015),L80-L99
960,961,Cellulitis ,L98.0,L98,ICD10,Health Services Delivery Programme Latvia (2015),L80-L99
961,962,Cellulitis ,L98.3,L98,ICD10,Health Services Delivery Programme Latvia (2015),L80-L99
962,963,Chronic obstructive pulmonary disease ,J20,J20,ICD10,Health Services Delivery Programme Latvia (2015),J20-J22
963,964,Chronic obstructive pulmonary disease ,J41,J41,ICD10,Health Services Delivery Programme Latvia (2015),J40-J47
964,965,Chronic obstructive pulmonary disease ,J42,J42,ICD10,Health Services Delivery Programme Latvia (2015),J40-J47
965,966,Chronic obstructive pulmonary disease ,J43,J43,ICD10,Health Services Delivery Programme Latvia (2015),J40-J47
966,967,Chronic obstructive pulmonary disease ,J44,J44,ICD10,Health Services Delivery Programme Latvia (2015),J40-J47
967,968,Chronic obstructive pulmonary disease ,J47,J47,ICD10,Health Services Delivery Programme Latvia (2015),J40-J47
968,969,Congestive heart failure ,I50,I50,ICD10,Health Services Delivery Programme Latvia (2015),I30-I5A
969,970,Congestive heart failure ,I11.0,I11,ICD10,Health Services Delivery Programme Latvia (2015),I10-I16
970,971,Congestive heart failure ,J81,J81,ICD10,Health Services Delivery Programme Latvia (2015),J80-J84
971,972,Convulsions and epilepsy ,G40,G40,ICD10,Health Services Delivery Programme Latvia (2015),G40-G47
972,973,Convulsions and epilepsy ,G41,G41,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
973,974,Convulsions and epilepsy ,O15,O15,ICD10,Health Services Delivery Programme Latvia (2015),O10-O16
974,975,Convulsions and epilepsy ,R56,R56,ICD10,Health Services Delivery Programme Latvia (2015),R50-R69
975,976,Dental conditions ,A69.0,A69,ICD10,Health Services Delivery Programme Latvia (2015),A65-A69
976,977,Dental conditions ,K02,K02,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
977,978,Dental conditions ,K03,K03,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
978,979,Dental conditions ,K04,K04,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
979,980,Dental conditions ,K05,K05,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
980,981,Dental conditions ,K06,K06,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
981,982,Dental conditions ,K08,K08,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
982,983,Dental conditions ,K09.8,K09,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
983,984,Dental conditions ,K09.9,K09,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
984,985,Dental conditions ,K12,K12,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
985,986,Dental conditions ,K13,K13,ICD10,Health Services Delivery Programme Latvia (2015),K00-K14
986,987,Diabetes (in any field) ,E10.5,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
987,988,Diabetes (in any field) ,E10.6,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
988,989,Diabetes (in any field) ,E10.9,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
989,990,Diabetes (in any field) ,E11.5,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
990,991,Diabetes (in any field) ,E11.6,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
991,992,Diabetes (in any field) ,E11.9,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
992,993,Diabetes complications ,E10.0,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
993,994,Diabetes complications ,E10.1,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
994,995,Diabetes complications ,E10.2,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
995,996,Diabetes complications ,E10.3,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
996,997,Diabetes complications ,E10.4,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
997,998,Diabetes complications ,E10.5,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
998,999,Diabetes complications ,E10.6,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
999,1000,Diabetes complications ,E10.7,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1000,1001,Diabetes complications ,E10.8,E10,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1001,1002,Diabetes complications ,E11.0,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1002,1003,Diabetes complications ,E11.1,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1003,1004,Diabetes complications ,E11.2,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1004,1005,Diabetes complications ,E11.3,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1005,1006,Diabetes complications ,E11.4,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1006,1007,Diabetes complications ,E11.5,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1007,1008,Diabetes complications ,E11.6,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1008,1009,Diabetes complications ,E11.7,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1009,1010,Diabetes complications ,E11.8,E11,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1010,1011,Diabetes complications ,E12.0,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1011,1012,Diabetes complications ,E12.1,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1012,1013,Diabetes complications ,E12.2,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1013,1014,Diabetes complications ,E12.3,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1014,1015,Diabetes complications ,E12.4,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1015,1016,Diabetes complications ,E12.5,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1016,1017,Diabetes complications ,E12.6,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1017,1018,Diabetes complications ,E12.7,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1018,1019,Diabetes complications ,E12.8,E12,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1019,1020,Diabetes complications ,E13.0,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1020,1021,Diabetes complications ,E13.1,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1021,1022,Diabetes complications ,E13.2,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1022,1023,Diabetes complications ,E13.3,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1023,1024,Diabetes complications ,E13.4,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1024,1025,Diabetes complications ,E13.5,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1025,1026,Diabetes complications ,E13.6,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1026,1027,Diabetes complications ,E13.7,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1027,1028,Diabetes complications ,E13.8,E13,ICD10,Health Services Delivery Programme Latvia (2015),E08-E13
1028,1029,Diabetes complications ,E14.0,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1029,1030,Diabetes complications ,E14.1,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1030,1031,Diabetes complications ,E14.2,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1031,1032,Diabetes complications ,E14.3,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1032,1033,Diabetes complications ,E14.4,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1033,1034,Diabetes complications ,E14.5,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1034,1035,Diabetes complications ,E14.6,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1035,1036,Diabetes complications ,E14.7,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1036,1037,Diabetes complications ,E14.8,E14,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1037,1038,Gastroenteritis ,K52.2,K52,ICD10,Health Services Delivery Programme Latvia (2015),K50-K52
1038,1039,Gastroenteritis ,K52.8,K52,ICD10,Health Services Delivery Programme Latvia (2015),K50-K52
1039,1040,Gastroenteritis ,K52.9,K52,ICD10,Health Services Delivery Programme Latvia (2015),K50-K52
1040,1041,Hypertension ,I10,I10,ICD10,Health Services Delivery Programme Latvia (2015),I10-I16
1041,1042,Hypertension ,I11.9,I11,ICD10,Health Services Delivery Programme Latvia (2015),I10-I16
1042,1043,Immunization-preventable conditions ,A15,A15,ICD10,Health Services Delivery Programme Latvia (2015),A15-A19
1043,1044,Immunization-preventable conditions ,A16,A16,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
1044,1045,Immunization-preventable conditions ,A19,A19,ICD10,Health Services Delivery Programme Latvia (2015),A15-A19
1045,1046,Immunization-preventable conditions ,A35,A35,ICD10,Health Services Delivery Programme Latvia (2015),A30-A49
1046,1047,Immunization-preventable conditions ,A36,A36,ICD10,Health Services Delivery Programme Latvia (2015),A30-A49
1047,1048,Immunization-preventable conditions ,A37,A37,ICD10,Health Services Delivery Programme Latvia (2015),A30-A49
1048,1049,Immunization-preventable conditions ,A80,A80,ICD10,Health Services Delivery Programme Latvia (2015),A80-A89
1049,1050,Immunization-preventable conditions ,B05,B05,ICD10,Health Services Delivery Programme Latvia (2015),B00-B09
1050,1051,Immunization-preventable conditions ,B06,B06,ICD10,Health Services Delivery Programme Latvia (2015),B00-B09
1051,1052,Immunization-preventable conditions ,B26,B26,ICD10,Health Services Delivery Programme Latvia (2015),B25-B34
1052,1053,Immunization-preventable conditions ,B16.1,B16,ICD10,Health Services Delivery Programme Latvia (2015),B15-B19
1053,1054,Immunization-preventable conditions ,B16.9,B16,ICD10,Health Services Delivery Programme Latvia (2015),B15-B19
1054,1055,Immunization-preventable conditions ,B18.0,B18,ICD10,Health Services Delivery Programme Latvia (2015),B15-B19
1055,1056,Immunization-preventable conditions ,B18.1,B18,ICD10,Health Services Delivery Programme Latvia (2015),B15-B19
1056,1057,Immunization-preventable conditions ,G00.0,G00,ICD10,Health Services Delivery Programme Latvia (2015),G00-G09
1057,1058,Immunization-preventable conditions ,J10,J10,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1058,1059,Immunization-preventable conditions ,J11,J11,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1059,1060,Immunization-preventable conditions ,M01.4,M01,ICD10,Health Services Delivery Programme Latvia (2015),M00-M02
1060,1061,Iron deficiency anaemia ,D50.1,D50,ICD10,Health Services Delivery Programme Latvia (2015),D50-D53
1061,1062,Iron deficiency anaemia ,D50.8,D50,ICD10,Health Services Delivery Programme Latvia (2015),D50-D53
1062,1063,Iron deficiency anaemia ,D50.9,D50,ICD10,Health Services Delivery Programme Latvia (2015),D50-D53
1063,1064,Kidney/urinary infection ,N10,N10,ICD10,Health Services Delivery Programme Latvia (2015),N10-N16
1064,1065,Kidney/urinary infection ,N11,N11,ICD10,Health Services Delivery Programme Latvia (2015),N10-N16
1065,1066,Kidney/urinary infection ,N12,N12,ICD10,Health Services Delivery Programme Latvia (2015),N10-N16
1066,1067,Kidney/urinary infection ,N13.6,N13,ICD10,Health Services Delivery Programme Latvia (2015),N10-N16
1067,1068,Kidney/urinary infection ,N39.0,N39,ICD10,Health Services Delivery Programme Latvia (2015),N30-N39
1068,1069,Nutritional deficiency ,E40,E40,ICD10,Health Services Delivery Programme Latvia (2015),E40-E46
1069,1070,Nutritional deficiency ,E41,E41,ICD10,Health Services Delivery Programme Latvia (2015),E40-E46
1070,1071,Nutritional deficiency ,E42,E42,ICD10,Health Services Delivery Programme Latvia (2015),E40-E46
1071,1072,Nutritional deficiency ,E43,E43,ICD10,Health Services Delivery Programme Latvia (2015),E40-E46
1072,1073,Nutritional deficiency ,E55,E55,ICD10,Health Services Delivery Programme Latvia (2015),E50-E64
1073,1074,Nutritional deficiency ,E64.3,E64,ICD10,Health Services Delivery Programme Latvia (2015),E50-E64
1074,1075,Pelvic inflammatory disease ,N70,N70,ICD10,Health Services Delivery Programme Latvia (2015),N70-N77
1075,1076,Pelvic inflammatory disease ,N73,N73,ICD10,Health Services Delivery Programme Latvia (2015),N70-N77
1076,1077,Pelvic inflammatory disease ,N74,N74,ICD10,Health Services Delivery Programme Latvia (2015),N70-N77
1077,1078,Perforated or bleeding ulcer ,K25.0,K25,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1078,1079,Perforated or bleeding ulcer ,K25.1,K25,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1079,1080,Perforated or bleeding ulcer ,K25.2,K25,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1080,1081,Perforated or bleeding ulcer ,K25.4,K25,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1081,1082,Perforated or bleeding ulcer ,K25.5,K25,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1082,1083,Perforated or bleeding ulcer ,K25.6,K25,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1083,1084,Perforated or bleeding ulcer ,K26.0,K26,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1084,1085,Perforated or bleeding ulcer ,K26.1,K26,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1085,1086,Perforated or bleeding ulcer ,K26.2,K26,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1086,1087,Perforated or bleeding ulcer ,K26.4,K26,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1087,1088,Perforated or bleeding ulcer ,K265,K26,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1088,1089,Perforated or bleeding ulcer ,K266,K26,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1089,1090,Perforated or bleeding ulcer ,K27.0,K27,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1090,1091,Perforated or bleeding ulcer ,K27.1,K27,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1091,1092,Perforated or bleeding ulcer ,K27.2,K27,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1092,1093,Perforated or bleeding ulcer ,K27.4,K27,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1093,1094,Perforated or bleeding ulcer ,K27.5,K27,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1094,1095,Perforated or bleeding ulcer ,K27.6,K27,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1095,1096,Perforated or bleeding ulcer ,K28.0,K28,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1096,1097,Perforated or bleeding ulcer ,K28.1,K28,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1097,1098,Perforated or bleeding ulcer ,K28.2,K28,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1098,1099,Perforated or bleeding ulcer ,K28.4,K28,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1099,1100,Perforated or bleeding ulcer ,K28.5,K28,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1100,1101,Perforated or bleeding ulcer ,K28.6,K28,ICD10,Health Services Delivery Programme Latvia (2015),K20-K31
1101,1103,Pneumonia ,J14,J14,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1102,1104,Pneumonia ,J15.3,J15,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1103,1105,Pneumonia ,J15.4,J15,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1104,1106,Pneumonia ,J15.7,J15,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1105,1107,Pneumonia ,J15.9,J15,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1106,1108,Pneumonia ,J16.8,J16,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1107,1109,Pneumonia ,J18.1,J18,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1108,1110,Pneumonia ,J18.8,J18,ICD10,Health Services Delivery Programme Latvia (2015),J09-J18
1109,1110,Pneumonia , J188, J188,ICD10,Health Services Delivery Programme Latvia (2015),ERROR
